POUG;TRE;ID;ZUB;VOL;UIO;VBNM;Type;OIN
1;0.04;591;t;t;wwww;t;y;21.92
11;6;592;f;t;wwww;t;y;43.25
3;1.625;593;f;t;wwww;t;y;20.42
0;5.125;594;f;t;wwww;f;y;42
2;1.5;595;t;t;uuuu;t;y;23.42
0;0.875;596;f;t;uuuu;f;y;25.17
6;2.25;597;f;t;wwww;t;y;24.83
2;4.75;598;f;t;;t;y;24.5
0;1.5;599;t;f;wwww;f;y;37.5
0;1.5;600;t;f;wwww;f;y;36.75
8;1.5;601;t;t;wwww;t;y;28.25
3;5.5;602;t;t;wwww;t;y;32.75
11;1;603;f;t;uuuu;t;y;17.83
7;2.29;604;t;t;uuuu;t;y;22.83
2;1.75;605;t;t;wwww;t;y;13.75
23;0.125;606;t;t;uuuu;t;y;41
11;2.125;607;t;t;wwww;t;y;23.08
0;1.71;608;f;t;wwww;f;y;20.17
3;2.29;609;t;t;uuuu;t;y;50.08
3;4.25;610;t;t;wwww;t;y;27
6;2.5;611;f;t;wwww;t;y;38.17
0;0.375;612;t;t;wwww;f;y;27
8;7;613;f;t;wwww;t;y;41.17
11;0;614;t;t;uuuu;t;y;65.17
0;0;615;f;f;wwww;f;y;37.58
3;2.375;616;t;t;wwww;t;y;23.25
6;0.29;617;f;t;wwww;t;y;21.83
0;1.75;618;t;t;wwww;f;y;26
8;1.335;619;t;t;wwww;t;y;31.67
0;8.5;620;t;t;uuuu;f;y;49.83
6;6.5;621;f;t;uuuu;t;y;47.42
11;0;622;f;t;wwww;t;y;51.33
2;0.75;623;f;t;uuuu;t;y;18.92
0;0.835;624;f;t;uuuu;f;y;28.42
4;1.25;625;t;t;wwww;t;y;56.75
13;10;626;f;t;uuuu;t;y;58.42
0;16;627;f;t;wwww;f;y;48.33
7;0.75;628;t;t;wwww;t;y;33.17
7;2.585;629;f;t;uuuu;t;y;22.42
0;0.085;630;f;t;uuuu;f;y;18.83
11;0.25;631;f;t;wwww;t;y;48.58
0;1.25;632;f;t;wwww;f;y;26.75
9;17.5;633;t;t;wwww;t;y;64.08
3;1.665;634;t;t;wwww;t;y;20.17
67;1.21;635;t;t;wwww;t;y;25.67
0;1.335;636;f;t;wwww;f;y;22.67
16;7;637;f;t;wwww;t;y;31.33
40;28.5;638;f;t;wwww;t;y;56.42
12;1.5;639;t;t;uuuu;t;y;24.75
1;1.25;640;f;t;uuuu;t;y;24.08
0;11;641;t;t;wwww;f;y;28.33
2;5;642;f;t;uuuu;t;y;26.92
0;5.75;643;t;t;wwww;f;y;27.67
0;0.085;644;t;t;wwww;f;y;38.67
16;1.085;645;f;t;uuuu;t;y;32.17
12;5.5;646;t;t;wwww;t;y;32.67
9;12.5;647;f;t;wwww;t;y;48.75
1;2.25;648;t;t;wwww;t;y;21
12;15.5;649;f;t;wwww;t;y;48.17
14;10;650;t;t;wwww;t;y;39.33
0;0.25;651;t;t;uuuu;f;y;25.08
0;0.25;652;t;t;wwww;f;y;23.25
1;2;653;f;t;uuuu;t;y;30.67
0;0;654;t;f;wwww;f;y;19.17
1;1;655;f;f;;t;y;20.08
0;9;656;t;t;wwww;f;y;36.67
1;0.46;657;f;t;wwww;t;y;23.17
2;1.5;658;f;t;uuuu;t;y;15.83
5;1.75;659;t;t;wwww;t;y;16.08
9;5.165;660;t;t;uuuu;t;y;47
0;0;661;f;f;uuuu;f;y;71.58
4;0.5;662;f;t;uuuu;t;y;21.25
7;20;663;t;t;wwww;t;y;65.42
11;2;664;t;t;wwww;t;y;20.5
5;5;665;f;t;wwww;t;y;55.92
0;0;666;t;t;wwww;f;y;34.92
17;15;667;t;t;wwww;t;y;56.58
3;1;668;f;t;wwww;t;y;25.17
1;1.665;669;t;t;wwww;t;y;25.08
6;14;670;t;t;wwww;t;y;57.83
6;7.5;671;t;t;wwww;t;y;34.92
6;4.25;672;f;t;wwww;t;y;33.58
0;0.04;673;f;t;uuuu;f;y;22.92
0;1.5;674;f;t;uuuu;f;y;24.5
0;0;675;f;t;wwww;f;y;20.25
2;1.5;676;f;t;wwww;t;y;18.5
7;0.625;677;f;t;wwww;t;y;25.17
0;5;678;t;t;wwww;f;y;44.33
0;0.5;679;f;t;wwww;f;y;18.08
0;11;680;t;t;uuuu;f;y;60.58
0;3.5;681;f;f;wwww;f;y;41.5
0;0.875;682;t;t;uuuu;f;y;25.75
5;5.04;683;t;t;wwww;t;y;29.25
11;2;684;f;t;uuuu;t;y;36
9;3;685;f;t;wwww;t;y;31.67
15;18;686;t;t;wwww;t;y;60.08
1;2;687;f;t;wwww;t;y;22.33
1;3.5;688;f;t;wwww;t;y;40
1;1.625;689;t;t;wwww;t;y;35.17
0;15;690;f;t;wwww;f;y;41.33
1;0.335;691;t;t;uuuu;t;y;20.75
0;2.5;692;t;t;wwww;f;y;32.08
3;5;693;t;t;wwww;t;y;
6;1.875;694;f;t;wwww;t;y;23.92
10;3.17;695;f;t;uuuu;t;y;23.25
11;0.415;696;t;t;uuuu;t;y;46.67
6;3.5;697;f;t;uuuu;t;y;25
3;0.25;698;f;t;wwww;t;y;25.5
5;2.71;699;f;t;uuuu;t;y;18.75
5;8.5;700;t;t;uuuu;t;y;23.5
12;4.5;701;t;t;wwww;t;y;34.17
5;3.75;702;t;t;wwww;t;y;27.83
0;5;703;t;t;uuuu;f;y;36.75
1;2.75;704;f;t;uuuu;t;y;47.25
0;0.375;705;f;f;uuuu;f;y;33.67
1;14;706;t;t;wwww;t;y;45
0;6.5;707;t;t;wwww;f;y;33.17
0;1.04;708;t;t;uuuu;f;y;25
5;1;709;t;t;wwww;t;y;26.67
0;0.125;710;t;t;wwww;f;y;48.5
0;0.04;711;t;t;wwww;f;y;37.42
0;0.21;712;f;f;wwww;f;y;18
15;0;713;f;t;uuuu;t;y;56.5
5;1.46;714;t;t;wwww;t;y;25.75
5;0.415;715;t;t;uuuu;t;y;22.58
1;2.04;716;t;t;wwww;t;y;33.17
0;0.04;717;t;t;wwww;f;y;32
0;1.75;718;f;t;uuuu;f;y;40.83
0;0.125;719;t;t;wwww;f;y;59.67
0;3.165;720;t;t;wwww;f;y;42.5
0;0;721;f;t;uuuu;f;y;28.08
0;0.125;722;t;t;uuuu;f;y;37.75
5;8.665;723;f;t;wwww;t;y;53.92
20;15;724;f;t;wwww;t;y;47.67
0;0.835;725;f;t;wwww;f;y;23.25
0;2.585;726;f;t;wwww;f;y;22.67
11;14.415;727;t;t;wwww;t;y;54.58
0;7.415;728;t;t;wwww;f;y;34.25
3;2;729;t;t;wwww;t;y;27.58
0;0;730;f;t;uuuu;f;y;46
4;4;731;f;t;uuuu;t;y;60.92
2;13.875;732;t;t;uuuu;t;y;47.42
12;4.25;733;t;t;wwww;t;y;37.33
0;0;734;f;f;uuuu;f;y;25.58
1;1.585;735;f;t;uuuu;t;y;20.42
3;7.375;736;t;t;uuuu;t;y;44.17
9;5.375;737;t;t;wwww;t;y;34.75
0;2.5;738;f;t;wwww;f;y;20.5
0;2.25;739;t;f;wwww;f;y;22.67
0;2.165;740;t;f;wwww;f;y;22.08
0;4.58;741;f;t;wwww;f;y;42.83
4;1;742;t;t;uuuu;t;y;18.92
3;0.165;743;f;t;uuuu;t;y;20.67
0;0.04;744;f;t;uuuu;f;y;32.33
11;5.335;745;f;t;wwww;t;y;28.92
14;5.5;746;f;t;uuuu;t;y;52.83
5;2.085;747;f;t;uuuu;t;y;20.67
6;2.5;748;f;t;wwww;t;y;36.25
4;1;749;f;t;uuuu;t;y;20.33
0;0.25;750;f;t;wwww;f;y;25.75
4;0.585;751;f;t;uuuu;t;y;28.17
0;0.165;752;f;f;wwww;f;y;23.92
0;8;753;t;t;wwww;f;y;56
2;0.71;754;t;t;uuuu;t;y;20.75
7;4;755;t;t;uuuu;t;y;30.5
7;5;756;t;t;uuuu;t;y;45.83
10;3.5;757;t;t;wwww;t;y;39
0;0.665;758;f;t;wwww;f;y;22.08
2;4.75;759;f;t;wwww;t;y;28.25
0;3;760;f;t;uuuu;f;y;18.83
5;2.5;761;t;t;uuuu;t;y;28.67
0;2.46;762;f;f;uuuu;f;y;22.5
0;6.5;763;f;t;wwww;f;y;
1;2.54;764;f;t;uuuu;t;y;28.5
0;1.5;765;f;t;wwww;f;y;19.17
3;2.5;766;f;t;uuuu;t;y;21.5
0;0;767;t;f;wwww;f;y;17.5
1;5.25;768;f;t;wwww;t;y;26.67
2;3.25;769;f;t;wwww;t;y;34.42
0;0;770;t;t;wwww;f;y;73.42
2;0.5;771;t;t;uuuu;t;y;23
11;1.085;772;t;t;wwww;t;y;23.08
7;1.46;773;f;t;wwww;t;y;19.42
0;0.835;774;t;t;wwww;f;y;23.33
0;12.75;775;t;t;wwww;f;y;42.17
0;1.5;776;f;f;wwww;f;y;21.25
0;0.085;777;t;f;wwww;f;y;34.17
6;7.875;778;t;t;uuuu;t;y;47.75
0;2.5;779;f;t;uuuu;f;y;44.33
16;6.5;780;f;t;wwww;t;y;39.5
3;0.5;781;t;t;uuuu;t;y;41.17
0;4.335;782;f;t;wwww;f;y;29.92
0;0;783;f;f;wwww;f;y;23.17
7;4.5;784;f;t;wwww;t;y;35.17
7;0.75;785;f;t;uuuu;t;y;19.17
15;6.29;786;f;t;wwww;t;y;52.5
1;0.04;787;f;t;wwww;t;y;39.92
0;3;788;t;t;wwww;f;y;21.33
4;0.75;789;f;t;uuuu;t;y;35.75
1;13;790;t;t;wwww;t;y;67.75
0;5.25;791;t;t;wwww;f;y;32.67
15;7.585;792;t;t;wwww;t;y;49.5
8;1.085;793;t;t;wwww;t;y;21
3;0.96;794;t;t;wwww;t;y;28.25
1;1.54;795;t;t;wwww;t;y;34.17
3;6.04;796;f;t;wwww;t;y;31.92
4;0.54;797;f;t;uuuu;t;y;29.5
0;0.085;798;f;t;wwww;f;y;23.17
0;10;799;t;f;uuuu;f;y;18.08
19;1.835;800;f;t;uuuu;t;y;24.75
0;0.04;801;f;t;uuuu;f;y;20.83
2;4.165;802;t;t;wwww;t;y;28
1;2.25;803;f;t;wwww;t;y;20.42
6;5.665;804;f;t;wwww;t;y;28.67
1;0.04;805;t;t;wwww;t;y;21.92
11;6;806;f;t;wwww;t;y;43.25
3;1.625;807;f;t;wwww;t;y;20.42
0;5.125;808;f;t;wwww;f;y;42
2;1.5;809;t;t;uuuu;t;y;23.42
0;0.875;810;f;t;uuuu;f;y;25.17
6;2.25;811;f;t;wwww;t;y;24.83
2;4.75;812;f;t;;t;y;24.5
0;1.5;813;t;f;wwww;f;y;37.5
0;1.5;814;t;f;wwww;f;y;36.75
8;1.5;815;t;t;wwww;t;y;28.25
3;5.5;816;t;t;wwww;t;y;32.75
11;1;817;f;t;uuuu;t;y;17.83
7;2.29;818;t;t;uuuu;t;y;22.83
2;1.75;819;t;t;wwww;t;y;13.75
23;0.125;820;t;t;uuuu;t;y;41
11;2.125;821;t;t;wwww;t;y;23.08
0;1.71;822;f;t;wwww;f;y;20.17
3;2.29;823;t;t;uuuu;t;y;50.08
3;4.25;824;t;t;wwww;t;y;27
6;2.5;825;f;t;wwww;t;y;38.17
0;0.375;826;t;t;wwww;f;y;27
8;7;827;f;t;wwww;t;y;41.17
11;0;828;t;t;uuuu;t;y;65.17
0;0;829;f;f;wwww;f;y;37.58
3;2.375;830;t;t;wwww;t;y;23.25
6;0.29;831;f;t;wwww;t;y;21.83
0;1.75;832;t;t;wwww;f;y;26
8;1.335;833;t;t;wwww;t;y;31.67
0;8.5;834;t;t;uuuu;f;y;49.83
6;6.5;835;f;t;uuuu;t;y;47.42
11;0;836;f;t;wwww;t;y;51.33
2;0.75;837;f;t;uuuu;t;y;18.92
0;0.835;838;f;t;uuuu;f;y;28.42
4;1.25;839;t;t;wwww;t;y;56.75
13;10;840;f;t;uuuu;t;y;58.42
0;16;841;f;t;wwww;f;y;48.33
7;0.75;842;t;t;wwww;t;y;33.17
7;2.585;843;f;t;uuuu;t;y;22.42
0;0.085;844;f;t;uuuu;f;y;18.83
11;0.25;845;f;t;wwww;t;y;48.58
0;1.25;846;f;t;wwww;f;y;26.75
9;17.5;847;t;t;wwww;t;y;64.08
3;1.665;848;t;t;wwww;t;y;20.17
67;1.21;849;t;t;wwww;t;y;25.67
0;1.335;850;f;t;wwww;f;y;22.67
16;7;851;f;t;wwww;t;y;31.33
40;28.5;852;f;t;wwww;t;y;56.42
12;1.5;853;t;t;uuuu;t;y;24.75
1;1.25;854;f;t;uuuu;t;y;24.08
0;11;855;t;t;wwww;f;y;28.33
2;5;856;f;t;uuuu;t;y;26.92
0;5.75;857;t;t;wwww;f;y;27.67
0;0.085;858;t;t;wwww;f;y;38.67
16;1.085;859;f;t;uuuu;t;y;32.17
12;5.5;860;t;t;wwww;t;y;32.67
9;12.5;861;f;t;wwww;t;y;48.75
1;2.25;862;t;t;wwww;t;y;21
12;15.5;863;f;t;wwww;t;y;48.17
14;10;864;t;t;wwww;t;y;39.33
0;0.25;865;t;t;uuuu;f;y;25.08
0;0.25;866;t;t;wwww;f;y;23.25
1;2;867;f;t;uuuu;t;y;30.67
0;0;868;t;f;wwww;f;y;19.17
1;1;869;f;f;;t;y;20.08
0;9;870;t;t;wwww;f;y;36.67
1;0.46;871;f;t;wwww;t;y;23.17
2;1.5;872;f;t;uuuu;t;y;15.83
5;1.75;873;t;t;wwww;t;y;16.08
9;5.165;874;t;t;uuuu;t;y;47
0;0;875;f;f;uuuu;f;y;71.58
4;0.5;876;f;t;uuuu;t;y;21.25
7;20;877;t;t;wwww;t;y;65.42
11;2;878;t;t;wwww;t;y;20.5
5;5;879;f;t;wwww;t;y;55.92
0;0;880;t;t;wwww;f;y;34.92
17;15;881;t;t;wwww;t;y;56.58
3;1;882;f;t;wwww;t;y;25.17
1;1.665;883;t;t;wwww;t;y;25.08
6;14;884;t;t;wwww;t;y;57.83
6;7.5;885;t;t;wwww;t;y;34.92
6;4.25;886;f;t;wwww;t;y;33.58
0;0.04;887;f;t;uuuu;f;y;22.92
0;1.5;888;f;t;uuuu;f;y;24.5
0;0;889;f;t;wwww;f;y;20.25
2;1.5;890;f;t;wwww;t;y;18.5
7;0.625;891;f;t;wwww;t;y;25.17
0;5;892;t;t;wwww;f;y;44.33
0;0.5;893;f;t;wwww;f;y;18.08
0;11;894;t;t;uuuu;f;y;60.58
0;3.5;895;f;f;wwww;f;y;41.5
0;0.875;896;t;t;uuuu;f;y;25.75
5;5.04;897;t;t;wwww;t;y;29.25
11;2;898;f;t;uuuu;t;y;36
9;3;899;f;t;wwww;t;y;31.67
15;18;900;t;t;wwww;t;y;60.08
1;2;901;f;t;wwww;t;y;22.33
1;3.5;902;f;t;wwww;t;y;40
1;1.625;903;t;t;wwww;t;y;35.17
0;15;904;f;t;wwww;f;y;41.33
1;0.335;905;t;t;uuuu;t;y;20.75
0;2.5;906;t;t;wwww;f;y;32.08
3;5;907;t;t;wwww;t;y;
6;1.875;908;f;t;wwww;t;y;23.92
10;3.17;909;f;t;uuuu;t;y;23.25
11;0.415;910;t;t;uuuu;t;y;46.67
6;3.5;911;f;t;uuuu;t;y;25
3;0.25;912;f;t;wwww;t;y;25.5
5;2.71;913;f;t;uuuu;t;y;18.75
5;8.5;914;t;t;uuuu;t;y;23.5
12;4.5;915;t;t;wwww;t;y;34.17
5;3.75;916;t;t;wwww;t;y;27.83
0;5;917;t;t;uuuu;f;y;36.75
1;2.75;918;f;t;uuuu;t;y;47.25
0;0.375;919;f;f;uuuu;f;y;33.67
1;14;920;t;t;wwww;t;y;45
0;6.5;921;t;t;wwww;f;y;33.17
0;1.04;922;t;t;uuuu;f;y;25
5;1;923;t;t;wwww;t;y;26.67
0;0.125;924;t;t;wwww;f;y;48.5
0;0.04;925;t;t;wwww;f;y;37.42
0;0.21;926;f;f;wwww;f;y;18
15;0;927;f;t;uuuu;t;y;56.5
5;1.46;928;t;t;wwww;t;y;25.75
5;0.415;929;t;t;uuuu;t;y;22.58
1;2.04;930;t;t;wwww;t;y;33.17
0;0.04;931;t;t;wwww;f;y;32
0;1.75;932;f;t;uuuu;f;y;40.83
0;0.125;933;t;t;wwww;f;y;59.67
0;3.165;934;t;t;wwww;f;y;42.5
0;0;935;f;t;uuuu;f;y;28.08
0;0.125;936;t;t;uuuu;f;y;37.75
5;8.665;937;f;t;wwww;t;y;53.92
20;15;938;f;t;wwww;t;y;47.67
0;0.835;939;f;t;wwww;f;y;23.25
0;2.585;940;f;t;wwww;f;y;22.67
11;14.415;941;t;t;wwww;t;y;54.58
0;7.415;942;t;t;wwww;f;y;34.25
3;2;943;t;t;wwww;t;y;27.58
0;0;944;f;t;uuuu;f;y;46
4;4;945;f;t;uuuu;t;y;60.92
2;13.875;946;t;t;uuuu;t;y;47.42
12;4.25;947;t;t;wwww;t;y;37.33
0;0;948;f;f;uuuu;f;y;25.58
1;1.585;949;f;t;uuuu;t;y;20.42
3;7.375;950;t;t;uuuu;t;y;44.17
9;5.375;951;t;t;wwww;t;y;34.75
0;2.5;952;f;t;wwww;f;y;20.5
0;2.25;953;t;f;wwww;f;y;22.67
0;2.165;954;t;f;wwww;f;y;22.08
0;4.58;955;f;t;wwww;f;y;42.83
4;1;956;t;t;uuuu;t;y;18.92
3;0.165;957;f;t;uuuu;t;y;20.67
0;0.04;958;f;t;uuuu;f;y;32.33
11;5.335;959;f;t;wwww;t;y;28.92
14;5.5;960;f;t;uuuu;t;y;52.83
5;2.085;961;f;t;uuuu;t;y;20.67
6;2.5;962;f;t;wwww;t;y;36.25
4;1;963;f;t;uuuu;t;y;20.33
0;0.25;964;f;t;wwww;f;y;25.75
4;0.585;965;f;t;uuuu;t;y;28.17
0;0.165;966;f;f;wwww;f;y;23.92
0;8;967;t;t;wwww;f;y;56
2;0.71;968;t;t;uuuu;t;y;20.75
7;4;969;t;t;uuuu;t;y;30.5
7;5;970;t;t;uuuu;t;y;45.83
10;3.5;971;t;t;wwww;t;y;39
0;0.665;972;f;t;wwww;f;y;22.08
2;4.75;973;f;t;wwww;t;y;28.25
0;3;974;f;t;uuuu;f;y;18.83
5;2.5;975;t;t;uuuu;t;y;28.67
0;2.46;976;f;f;uuuu;f;y;22.5
0;6.5;977;f;t;wwww;f;y;
1;2.54;978;f;t;uuuu;t;y;28.5
0;1.5;979;f;t;wwww;f;y;19.17
3;2.5;980;f;t;uuuu;t;y;21.5
0;0;981;t;f;wwww;f;y;17.5
1;5.25;982;f;t;wwww;t;y;26.67
2;3.25;983;f;t;wwww;t;y;34.42
0;0;984;t;t;wwww;f;y;73.42
2;0.5;985;t;t;uuuu;t;y;23
11;1.085;986;t;t;wwww;t;y;23.08
7;1.46;987;f;t;wwww;t;y;19.42
0;0.835;988;t;t;wwww;f;y;23.33
0;12.75;989;t;t;wwww;f;y;42.17
0;1.5;990;f;f;wwww;f;y;21.25
0;0.085;991;t;f;wwww;f;y;34.17
6;7.875;992;t;t;uuuu;t;y;47.75
0;2.5;993;f;t;uuuu;f;y;44.33
16;6.5;994;f;t;wwww;t;y;39.5
3;0.5;995;t;t;uuuu;t;y;41.17
0;4.335;996;f;t;wwww;f;y;29.92
0;0;997;f;f;wwww;f;y;23.17
7;4.5;998;f;t;wwww;t;y;35.17
7;0.75;999;f;t;uuuu;t;y;19.17
15;6.29;1000;f;t;wwww;t;y;52.5
1;0.04;1001;f;t;wwww;t;y;39.92
0;3;1002;t;t;wwww;f;y;21.33
4;0.75;1003;f;t;uuuu;t;y;35.75
1;13;1004;t;t;wwww;t;y;67.75
0;5.25;1005;t;t;wwww;f;y;32.67
15;7.585;1006;t;t;wwww;t;y;49.5
8;1.085;1007;t;t;wwww;t;y;21
3;0.96;1008;t;t;wwww;t;y;28.25
1;1.54;1009;t;t;wwww;t;y;34.17
3;6.04;1010;f;t;wwww;t;y;31.92
4;0.54;1011;f;t;uuuu;t;y;29.5
0;0.085;1012;f;t;wwww;f;y;23.17
0;10;1013;t;f;uuuu;f;y;18.08
19;1.835;1014;f;t;uuuu;t;y;24.75
0;0.04;1015;f;t;uuuu;f;y;20.83
2;4.165;1016;t;t;wwww;t;y;28
1;2.25;1017;f;t;wwww;t;y;20.42
6;5.665;1018;f;t;wwww;t;y;28.67
1;0.04;1019;t;t;wwww;t;y;21.92
11;6;1020;f;t;wwww;t;y;43.25
3;1.625;1021;f;t;wwww;t;y;20.42
0;5.125;1022;f;t;wwww;f;y;42
2;1.5;1023;t;t;uuuu;t;y;23.42
0;0.875;1024;f;t;uuuu;f;y;25.17
6;2.25;1025;f;t;wwww;t;y;24.83
2;4.75;1026;f;t;;t;y;24.5
0;1.5;1027;t;f;wwww;f;y;37.5
0;1.5;1028;t;f;wwww;f;y;36.75
8;1.5;1029;t;t;wwww;t;y;28.25
3;5.5;1030;t;t;wwww;t;y;32.75
11;1;1031;f;t;uuuu;t;y;17.83
7;2.29;1032;t;t;uuuu;t;y;22.83
2;1.75;1033;t;t;wwww;t;y;13.75
23;0.125;1034;t;t;uuuu;t;y;41
11;2.125;1035;t;t;wwww;t;y;23.08
0;1.71;1036;f;t;wwww;f;y;20.17
3;2.29;1037;t;t;uuuu;t;y;50.08
3;4.25;1038;t;t;wwww;t;y;27
6;2.5;1039;f;t;wwww;t;y;38.17
0;0.375;1040;t;t;wwww;f;y;27
8;7;1041;f;t;wwww;t;y;41.17
11;0;1042;t;t;uuuu;t;y;65.17
0;0;1043;f;f;wwww;f;y;37.58
3;2.375;1044;t;t;wwww;t;y;23.25
6;0.29;1045;f;t;wwww;t;y;21.83
0;1.75;1046;t;t;wwww;f;y;26
8;1.335;1047;t;t;wwww;t;y;31.67
0;8.5;1048;t;t;uuuu;f;y;49.83
6;6.5;1049;f;t;uuuu;t;y;47.42
11;0;1050;f;t;wwww;t;y;51.33
2;0.75;1051;f;t;uuuu;t;y;18.92
0;0.835;1052;f;t;uuuu;f;y;28.42
4;1.25;1053;t;t;wwww;t;y;56.75
13;10;1054;f;t;uuuu;t;y;58.42
0;16;1055;f;t;wwww;f;y;48.33
7;0.75;1056;t;t;wwww;t;y;33.17
7;2.585;1057;f;t;uuuu;t;y;22.42
0;0.085;1058;f;t;uuuu;f;y;18.83
11;0.25;1059;f;t;wwww;t;y;48.58
0;1.25;1060;f;t;wwww;f;y;26.75
9;17.5;1061;t;t;wwww;t;y;64.08
3;1.665;1062;t;t;wwww;t;y;20.17
67;1.21;1063;t;t;wwww;t;y;25.67
0;1.335;1064;f;t;wwww;f;y;22.67
16;7;1065;f;t;wwww;t;y;31.33
40;28.5;1066;f;t;wwww;t;y;56.42
12;1.5;1067;t;t;uuuu;t;y;24.75
1;1.25;1068;f;t;uuuu;t;y;24.08
0;11;1069;t;t;wwww;f;y;28.33
2;5;1070;f;t;uuuu;t;y;26.92
0;5.75;1071;t;t;wwww;f;y;27.67
0;0.085;1072;t;t;wwww;f;y;38.67
16;1.085;1073;f;t;uuuu;t;y;32.17
12;5.5;1074;t;t;wwww;t;y;32.67
9;12.5;1075;f;t;wwww;t;y;48.75
1;2.25;1076;t;t;wwww;t;y;21
12;15.5;1077;f;t;wwww;t;y;48.17
14;10;1078;t;t;wwww;t;y;39.33
0;0.25;1079;t;t;uuuu;f;y;25.08
0;0.25;1080;t;t;wwww;f;y;23.25
1;2;1081;f;t;uuuu;t;y;30.67
0;0;1082;t;f;wwww;f;y;19.17
1;1;1083;f;f;;t;y;20.08
0;9;1084;t;t;wwww;f;y;36.67
1;0.46;1085;f;t;wwww;t;y;23.17
2;1.5;1086;f;t;uuuu;t;y;15.83
5;1.75;1087;t;t;wwww;t;y;16.08
9;5.165;1088;t;t;uuuu;t;y;47
0;0;1089;f;f;uuuu;f;y;71.58
4;0.5;1090;f;t;uuuu;t;y;21.25
7;20;1091;t;t;wwww;t;y;65.42
11;2;1092;t;t;wwww;t;y;20.5
5;5;1093;f;t;wwww;t;y;55.92
0;0;1094;t;t;wwww;f;y;34.92
17;15;1095;t;t;wwww;t;y;56.58
3;1;1096;f;t;wwww;t;y;25.17
1;1.665;1097;t;t;wwww;t;y;25.08
6;14;1098;t;t;wwww;t;y;57.83
6;7.5;1099;t;t;wwww;t;y;34.92
6;4.25;1100;f;t;wwww;t;y;33.58
0;0.04;1101;f;t;uuuu;f;y;22.92
0;1.5;1102;f;t;uuuu;f;y;24.5
0;0;1103;f;t;wwww;f;y;20.25
2;1.5;1104;f;t;wwww;t;y;18.5
7;0.625;1105;f;t;wwww;t;y;25.17
0;5;1106;t;t;wwww;f;y;44.33
0;0.5;1107;f;t;wwww;f;y;18.08
0;11;1108;t;t;uuuu;f;y;60.58
0;3.5;1109;f;f;wwww;f;y;41.5
0;0.875;1110;t;t;uuuu;f;y;25.75
5;5.04;1111;t;t;wwww;t;y;29.25
11;2;1112;f;t;uuuu;t;y;36
9;3;1113;f;t;wwww;t;y;31.67
15;18;1114;t;t;wwww;t;y;60.08
1;2;1115;f;t;wwww;t;y;22.33
1;3.5;1116;f;t;wwww;t;y;40
1;1.625;1117;t;t;wwww;t;y;35.17
0;15;1118;f;t;wwww;f;y;41.33
1;0.335;1119;t;t;uuuu;t;y;20.75
0;2.5;1120;t;t;wwww;f;y;32.08
3;5;1121;t;t;wwww;t;y;
6;1.875;1122;f;t;wwww;t;y;23.92
10;3.17;1123;f;t;uuuu;t;y;23.25
11;0.415;1124;t;t;uuuu;t;y;46.67
6;3.5;1125;f;t;uuuu;t;y;25
3;0.25;1126;f;t;wwww;t;y;25.5
5;2.71;1127;f;t;uuuu;t;y;18.75
5;8.5;1128;t;t;uuuu;t;y;23.5
12;4.5;1129;t;t;wwww;t;y;34.17
5;3.75;1130;t;t;wwww;t;y;27.83
0;5;1131;t;t;uuuu;f;y;36.75
1;2.75;1132;f;t;uuuu;t;y;47.25
0;0.375;1133;f;f;uuuu;f;y;33.67
1;14;1134;t;t;wwww;t;y;45
0;6.5;1135;t;t;wwww;f;y;33.17
0;1.04;1136;t;t;uuuu;f;y;25
5;1;1137;t;t;wwww;t;y;26.67
0;0.125;1138;t;t;wwww;f;y;48.5
0;0.04;1139;t;t;wwww;f;y;37.42
0;0.21;1140;f;f;wwww;f;y;18
15;0;1141;f;t;uuuu;t;y;56.5
5;1.46;1142;t;t;wwww;t;y;25.75
5;0.415;1143;t;t;uuuu;t;y;22.58
1;2.04;1144;t;t;wwww;t;y;33.17
0;0.04;1145;t;t;wwww;f;y;32
0;1.75;1146;f;t;uuuu;f;y;40.83
0;0.125;1147;t;t;wwww;f;y;59.67
0;3.165;1148;t;t;wwww;f;y;42.5
0;0;1149;f;t;uuuu;f;y;28.08
0;0.125;1150;t;t;uuuu;f;y;37.75
5;8.665;1151;f;t;wwww;t;y;53.92
20;15;1152;f;t;wwww;t;y;47.67
0;0.835;1153;f;t;wwww;f;y;23.25
0;2.585;1154;f;t;wwww;f;y;22.67
11;14.415;1155;t;t;wwww;t;y;54.58
0;7.415;1156;t;t;wwww;f;y;34.25
3;2;1157;t;t;wwww;t;y;27.58
0;0;1158;f;t;uuuu;f;y;46
4;4;1159;f;t;uuuu;t;y;60.92
2;13.875;1160;t;t;uuuu;t;y;47.42
12;4.25;1161;t;t;wwww;t;y;37.33
0;0;1162;f;f;uuuu;f;y;25.58
1;1.585;1163;f;t;uuuu;t;y;20.42
3;7.375;1164;t;t;uuuu;t;y;44.17
9;5.375;1165;t;t;wwww;t;y;34.75
0;2.5;1166;f;t;wwww;f;y;20.5
0;2.25;1167;t;f;wwww;f;y;22.67
0;2.165;1168;t;f;wwww;f;y;22.08
0;4.58;1169;f;t;wwww;f;y;42.83
4;1;1170;t;t;uuuu;t;y;18.92
3;0.165;1171;f;t;uuuu;t;y;20.67
0;0.04;1172;f;t;uuuu;f;y;32.33
11;5.335;1173;f;t;wwww;t;y;28.92
14;5.5;1174;f;t;uuuu;t;y;52.83
