ID;UKL;GJAH;ZIK;HUI;ERZ;CDx;BJZHD;NKJUD;LPI;BJKG
1075;80;oooo;x;oooo;www;1655.0;vvvv;181.0;1810000.0;hhhh
1076;53;rrr;;oooo;pppp;300.0;yyy;80.0;800000.0;qqqq
1077;76;oooo;;oooo;www;790.0;yyy;0.0;0.0;hhhh
1078;65;oooo;x;oooo;www;0.0;ee;399.0;3990000.0;hhhh
1079;28;rrr;;oooo;pppp;0.0;ee;370.0;3700000.0;qqqq
1080;158;oooo;;oooo;www;0.0;vvvv;160.0;1600000.0;yy
1081;110;oooo;;oooo;www;19.0;vvvv;220.0;2200000.0;qqqq
1082;1;rrr;;uuu;pppp;1.0;ooo;500.0;5000000.0;yy
1083;144;oooo;x;oooo;www;768.0;sss;240.0;2400000.0;qqqq
1084;37;oooo;;oooo;www;639.0;sss;102.0;1020000.0;hhhh
1085;103;oooo;x;oooo;www;0.0;zzz;100.0;1000000.0;hhhh
1086;161;oooo;x;oooo;www;0.0;vvvv;100.0;1000000.0;hhhh
1087;171;oooo;x;oooo;www;690.0;vvvv;352.0;3520000.0;qqqq
1088;118;oooo;x;oooo;www;0.0;kkk;0.0;0.0;yy
1089;1;;;rrr;;0.0;;;;
1090;25;oooo;;uuu;www;0.0;kkk;80.0;800000.0;yy
1091;101;oooo;;oooo;www;0.0;ggg;22.0;220000.0;bbb
1092;26;oooo;;oooo;www;3000.0;vvvv;200.0;2000000.0;qqqq
1093;106;oooo;;oooo;www;8851.0;hh;0.0;0.0;hh
1094;27;oooo;y;oooo;www;200.0;yyy;239.0;2390000.0;qqqq
1095;134;oooo;x;oooo;www;0.0;yyy;0.0;0.0;yy
1096;168;oooo;;oooo;www;0.0;vvvv;0.0;0.0;qqqq
1097;16;oooo;;oooo;www;20.0;zzz;395.0;3950000.0;qqqq
1098;71;oooo;;oooo;www;1332.0;ooo;360.0;3600000.0;qqqq
1099;163;oooo;;oooo;www;1000.0;zzz;0.0;0.0;hhhh
1100;31;oooo;;oooo;www;0.0;ooo;204.0;2040000.0;qqqq
1101;107;oooo;;oooo;www;1349.0;ee;80.0;800000.0;qqqq
1102;164;oooo;;oooo;www;824.0;sss;280.0;2800000.0;hhhh
1103;90;oooo;;oooo;www;0.0;ggg;0.0;0.0;yy
1104;152;oooo;;oooo;www;300.0;kkk;120.0;1200000.0;qqqq
1105;40;oooo;x;oooo;www;7059.0;ee;0.0;0.0;qqqq
1106;164;oooo;;oooo;www;0.0;kkk;320.0;3200000.0;hhhh
1107;60;oooo;;oooo;www;0.0;mmm;80.0;800000.0;qqqq
1108;131;oooo;;oooo;www;10561.0;sss;21.0;210000.0;qqqq
1109;13;oooo;;oooo;www;0.0;kkk;216.0;2160000.0;yy
1110;164;oooo;;oooo;www;0.0;vvvv;491.0;4910000.0;hhhh
1111;126;oooo;x;oooo;www;0.0;ee;168.0;1680000.0;qqqq
1112;147;oooo;x;oooo;www;456.0;vvvv;0.0;0.0;qqqq
1113;130;oooo;x;oooo;www;730.0;yyy;250.0;2500000.0;qqqq
1114;124;oooo;x;oooo;www;1000.0;hh;0.0;0.0;hh
1115;101;oooo;;oooo;www;278.0;yyy;80.0;800000.0;qqqq
1116;68;oooo;;oooo;www;500.0;ee;0.0;0.0;yy
1117;140;oooo;;oooo;www;500.0;zzz;515.0;5150000.0;hhhh
1118;1;oooo;;oooo;www;0.0;vvvv;0.0;0.0;yy
1119;97;oooo;x;oooo;www;50.0;ee;80.0;800000.0;hhhh
1120;158;oooo;;oooo;www;0.0;ooo;360.0;3600000.0;qqqq
1121;158;oooo;x;oooo;www;2279.0;zzz;290.0;2900000.0;qqqq
1122;12;oooo;x;oooo;www;327.0;yyy;200.0;2000000.0;hhhh
1123;65;oooo;;oooo;www;245.0;sss;120.0;1200000.0;qqqq
1124;157;oooo;;oooo;www;6.0;ee;440.0;4400000.0;hhhh
1125;113;oooo;x;oooo;www;458.0;ee;400.0;4000000.0;hhhh
1126;154;oooo;x;oooo;www;15108.0;ooo;260.0;2600000.0;qqqq
1127;74;oooo;x;oooo;www;26726.0;sss;;;qqqq
1128;179;oooo;x;oooo;www;0.0;sss;120.0;1200000.0;qqqq
1129;82;oooo;;oooo;www;221.0;vvvv;0.0;0.0;qqqq
1130;13;oooo;;oooo;www;3.0;yyy;100.0;1000000.0;qqqq
1131;57;oooo;y;oooo;www;4000.0;ggg;0.0;0.0;qqqq
1132;171;oooo;;oooo;www;892.0;sss;333.0;3330000.0;hhhh
1133;154;oooo;;oooo;www;44.0;ee;300.0;3000000.0;qqqq
1134;80;oooo;x;oooo;www;2000.0;ee;88.0;880000.0;hhhh
1135;2;oooo;;oooo;www;31285.0;xxx;164.0;1640000.0;hhhh
1136;176;oooo;y;oooo;www;5860.0;zzz;160.0;1600000.0;hhhh
1137;17;rrr;;oooo;pppp;5777.0;vvvv;160.0;1600000.0;qqqq
1138;46;oooo;;oooo;www;0.0;ooo;225.0;2250000.0;qqqq
1139;19;oooo;;oooo;www;5800.0;yyy;400.0;4000000.0;qqqq
1140;145;oooo;y;oooo;www;40.0;sss;200.0;2000000.0;ppp
1141;129;oooo;x;oooo;www;247.0;lll;0.0;0.0;hh
1142;164;oooo;x;oooo;www;0.0;vvvv;312.0;3120000.0;qqqq
1143;99;oooo;;oooo;www;560.0;sss;0.0;0.0;qqqq
1144;34;rrr;x;oooo;pppp;18027.0;vvvv;180.0;1800000.0;hhhh
1145;17;rrr;;oooo;pppp;0.0;ggg;393.0;3930000.0;hhhh
1146;91;oooo;;oooo;www;837.0;sss;29.0;290000.0;hhhh
1147;13;oooo;y;oooo;www;0.0;sss;260.0;2600000.0;qqqq
1148;54;rrr;;oooo;pppp;1442.0;yyy;52.0;520000.0;qqqq
1149;127;rrr;;oooo;pppp;13212.0;ggg;0.0;0.0;bbb
1150;60;oooo;y;oooo;www;0.0;sss;228.0;2280000.0;qqqq
1151;88;oooo;;oooo;www;0.0;ggg;0.0;0.0;qqqq
1152;151;oooo;x;oooo;www;15000.0;vvvv;0.0;0.0;yy
1153;147;oooo;y;uuu;www;0.0;vvvv;300.0;3000000.0;qqqq
1154;28;rrr;y;oooo;pppp;0.0;vvvv;0.0;0.0;hhhh
1155;85;oooo;;oooo;www;300.0;hh;30.0;300000.0;hh
1156;155;oooo;;oooo;www;0.0;ee;0.0;0.0;hhhh
1157;19;rrr;;oooo;pppp;560.0;ee;370.0;3700000.0;qqqq
1158;158;oooo;;oooo;www;960.0;lll;100.0;1000000.0;lll
1159;163;oooo;x;oooo;www;99.0;ee;0.0;0.0;qqqq
1160;155;oooo;;oooo;www;1704.0;zzz;519.0;5190000.0;qqqq
1161;68;oooo;;oooo;www;0.0;ooo;93.0;930000.0;hhhh
1162;1;;;rrr;;0.0;;;;
1163;174;oooo;x;oooo;www;0.0;sss;0.0;0.0;qqqq
1164;69;oooo;x;oooo;www;0.0;sss;0.0;0.0;qqqq
1165;127;oooo;;oooo;www;134.0;xxx;0.0;0.0;ppp
1166;91;rrr;;uuu;pppp;0.0;vvvv;40.0;400000.0;qqqq
1167;145;oooo;;uuu;www;0.0;vvvv;0.0;0.0;lll
1168;175;oooo;;oooo;www;0.0;vvvv;128.0;1280000.0;hhhh
1169;51;oooo;;uuu;www;0.0;sss;0.0;0.0;qqqq
1170;83;rrr;x;oooo;pppp;500.0;vvvv;80.0;800000.0;qqqq
1171;155;oooo;;oooo;www;6.0;sss;100.0;1000000.0;qqqq
1172;160;oooo;y;oooo;www;11177.0;ee;440.0;4400000.0;qqqq
1173;127;oooo;;oooo;www;2283.0;vvvv;0.0;0.0;hhhh
1174;127;oooo;;oooo;www;2200.0;vvvv;0.0;0.0;qqqq
1175;18;oooo;;oooo;www;2503.0;sss;220.0;2200000.0;qqqq
1176;163;oooo;;oooo;www;367.0;vvvv;0.0;0.0;yy
1177;91;oooo;;oooo;www;1465.0;vvvv;50.0;500000.0;hhhh
1178;171;oooo;y;oooo;www;23.0;vvvv;349.0;3490000.0;yy
1179;154;oooo;x;oooo;www;0.0;sss;80.0;800000.0;qqqq
1180;166;oooo;;oooo;www;0.0;vvvv;100.0;1000000.0;qqqq
1181;114;oooo;;oooo;www;2028.0;mmm;24.0;240000.0;hhhh
1182;95;oooo;x;oooo;www;0.0;sss;49.0;490000.0;qqqq
1183;68;oooo;x;oooo;www;3065.0;vvvv;0.0;0.0;yy
1184;98;oooo;x;oooo;www;0.0;sss;0.0;0.0;qqqq
1185;163;oooo;x;oooo;www;0.0;ee;0.0;0.0;qqqq
1186;101;oooo;;oooo;www;0.0;ee;100.0;1000000.0;qqqq
1187;57;oooo;;oooo;www;7.0;zzz;420.0;4200000.0;qqqq
1188;47;rrr;y;oooo;pppp;0.0;vvvv;240.0;2400000.0;hhhh
1189;2;oooo;;oooo;www;1430.0;vvvv;300.0;3000000.0;qqqq
1190;79;rrr;y;oooo;pppp;0.0;zzz;164.0;1640000.0;qqqq
1191;98;oooo;y;oooo;www;0.0;zzz;0.0;0.0;qqqq
1192;34;rrr;;oooo;pppp;0.0;zzz;70.0;700000.0;hhhh
1193;86;oooo;;oooo;www;2206.0;yyy;120.0;1200000.0;qqqq
1194;168;oooo;x;oooo;www;918.0;ee;80.0;800000.0;qqqq
1195;139;ii;y;rrr;nnn;100000.0;hh;450.0;4500000.0;qqq
1196;30;rrr;;oooo;pppp;0.0;ee;211.0;2110000.0;qqqq
1197;46;oooo;x;oooo;www;610.0;kkk;274.0;2740000.0;yy
1198;132;oooo;y;oooo;www;0.0;hh;0.0;0.0;hh
1199;109;oooo;;oooo;www;551.0;zzz;300.0;3000000.0;hhhh
1200;27;oooo;;oooo;www;2184.0;vvvv;60.0;600000.0;qqqq
1201;68;oooo;x;oooo;www;2954.0;yyy;80.0;800000.0;hhhh
1202;108;rrr;;oooo;pppp;300.0;yyy;160.0;1600000.0;qqqq
1203;55;oooo;;oooo;www;0.0;sss;92.0;920000.0;hhhh
1204;12;oooo;;oooo;www;8.0;yyy;150.0;1500000.0;qqqq
1205;58;oooo;;oooo;www;6.0;yyy;290.0;2900000.0;qqqq
1206;177;oooo;x;oooo;www;1260.0;vvvv;0.0;0.0;qqqq
1207;1;oooo;;oooo;www;0.0;vvvv;0.0;0.0;qqqq
1208;46;oooo;x;oooo;www;1210.0;vvvv;117.0;1170000.0;yy
1209;68;oooo;;oooo;www;0.0;sss;145.0;1450000.0;qqqq
1210;18;oooo;y;oooo;www;200.0;vvvv;260.0;2600000.0;hhhh
1211;1;;y;rrr;;0.0;;;;
1212;27;oooo;x;oooo;www;1270.0;mmm;150.0;1500000.0;qqqq
1213;81;oooo;;oooo;www;0.0;ee;96.0;960000.0;hhhh
1214;68;oooo;x;oooo;www;11202.0;mmm;0.0;0.0;qqqq
1215;67;oooo;x;oooo;www;300.0;sss;200.0;2000000.0;qqqq
1216;98;oooo;;oooo;www;0.0;vvvv;0.0;0.0;qqqq
1217;178;oooo;x;oooo;www;1583.0;ee;0.0;0.0;qqqq
1218;60;oooo;x;oooo;www;0.0;ggg;0.0;0.0;bbb
1219;179;rrr;y;oooo;pppp;0.0;yyy;154.0;1540000.0;hhhh
1220;75;oooo;x;oooo;www;5000.0;kkk;0.0;0.0;yy
1221;155;rrr;x;oooo;pppp;1.0;yyy;160.0;1600000.0;qqqq
1222;176;oooo;x;oooo;www;0.0;ooo;396.0;3960000.0;qqqq
1223;13;oooo;;oooo;www;50000.0;ee;520.0;5200000.0;qqqq
1224;48;oooo;;oooo;www;300.0;ee;311.0;3110000.0;hhhh
1225;157;oooo;;oooo;www;500.0;mmm;380.0;3800000.0;qqqq
1226;1;oooo;y;oooo;www;0.0;ee;0.0;0.0;qqqq
1227;154;ii;y;uuu;nnn;0.0;ee;300.0;3000000.0;hh
1228;155;oooo;;oooo;www;500.0;sss;0.0;0.0;hhhh
1229;155;oooo;y;oooo;www;0.0;ee;100.0;1000000.0;qqqq
1230;152;oooo;;oooo;www;0.0;mmm;181.0;1810000.0;hhhh
1231;18;oooo;;oooo;www;150.0;vvvv;100.0;1000000.0;qqqq
1232;84;oooo;x;oooo;www;168.0;sss;381.0;3810000.0;hhhh
1233;160;rrr;x;oooo;pppp;59.0;zzz;840.0;8400000.0;qqqq
1234;155;oooo;;oooo;www;0.0;sss;80.0;800000.0;hhhh
1235;173;oooo;;oooo;www;1391.0;vvvv;200.0;2000000.0;qqqq
1236;148;oooo;;oooo;www;0.0;kkk;400.0;4000000.0;hhhh
1237;172;rrr;;oooo;pppp;400.0;sss;80.0;800000.0;qqqq
1238;33;oooo;;oooo;www;0.0;zzz;360.0;3600000.0;hhhh
1239;31;oooo;;oooo;www;600.0;vvvv;;;qqqq
1240;116;oooo;;oooo;www;444.0;vvvv;73.0;730000.0;yy
1241;5;rrr;;oooo;pppp;0.0;yyy;431.0;4310000.0;qqqq
1242;144;rrr;y;oooo;pppp;113.0;vvvv;232.0;2320000.0;qqqq
1243;55;rrr;x;oooo;pppp;7.0;vvvv;144.0;1440000.0;yy
1244;12;oooo;x;oooo;www;0.0;ee;0.0;0.0;hhhh
1245;101;oooo;;oooo;www;3000.0;zzz;0.0;0.0;hhhh
1246;24;oooo;x;oooo;www;2384.0;sss;140.0;1400000.0;hhhh
1247;158;rrr;;oooo;pppp;1000.0;yyy;120.0;1200000.0;qqqq
1248;19;rrr;;oooo;pppp;1236.0;sss;455.0;4550000.0;hhhh
1249;106;oooo;;oooo;www;284.0;yyy;290.0;2900000.0;hhhh
1250;61;oooo;;uuu;www;0.0;yyy;120.0;1200000.0;qqqq
1251;115;oooo;;oooo;www;0.0;ee;156.0;1560000.0;qqqq
1252;171;oooo;x;oooo;www;150.0;vvvv;312.0;3120000.0;hhhh
1253;93;oooo;x;oooo;www;196.0;zzz;520.0;5200000.0;qqqq
1254;12;rrr;;oooo;pppp;1065.0;yyy;260.0;2600000.0;qqqq
1255;43;oooo;x;oooo;www;0.0;ee;320.0;3200000.0;hhhh
1256;123;oooo;;oooo;www;1400.0;hh;0.0;0.0;hh
1257;1;;;rrr;;0.0;;;;
1258;12;oooo;;oooo;www;582.0;sss;0.0;0.0;qqqq
1259;101;oooo;;oooo;www;0.0;zzz;121.0;1210000.0;qqqq
1260;147;oooo;;oooo;www;0.0;sss;280.0;2800000.0;qqqq
1261;175;oooo;x;oooo;www;3290.0;zzz;303.0;3030000.0;qqqq
1262;120;oooo;;oooo;www;0.0;mmm;0.0;0.0;hhhh
1263;177;oooo;x;oooo;www;51100.0;ggg;375.0;3750000.0;yy
1264;91;oooo;;oooo;www;1249.0;kkk;0.0;0.0;yy
1265;179;oooo;;oooo;www;591.0;ee;88.0;880000.0;qqqq
1266;40;oooo;y;uuu;www;0.0;yyy;280.0;2800000.0;qqqq
1267;112;oooo;;oooo;www;0.0;ooo;200.0;2000000.0;qqqq
1268;138;oooo;;oooo;www;6700.0;kkk;0.0;0.0;yy
1269;110;oooo;y;uuu;www;0.0;ooo;110.0;1100000.0;qqqq
1270;147;oooo;;oooo;www;4071.0;zzz;340.0;3400000.0;qqqq
1271;62;oooo;x;oooo;www;3257.0;sss;129.0;1290000.0;qqqq
1272;87;oooo;;oooo;www;0.0;ee;100.0;1000000.0;qqqq
1273;148;rrr;;oooo;pppp;2732.0;mmm;380.0;3800000.0;qqqq
1274;5;oooo;y;oooo;www;5298.0;zzz;0.0;0.0;hhhh
1275;137;oooo;x;oooo;www;1000.0;zzz;0.0;0.0;hhhh
1276;83;oooo;;oooo;www;28.0;vvvv;40.0;400000.0;qqqq
1277;114;oooo;;oooo;www;258.0;ee;140.0;1400000.0;qqqq
1278;98;oooo;;oooo;www;0.0;sss;100.0;1000000.0;hhhh
1279;136;oooo;x;oooo;www;5000.0;vvvv;0.0;0.0;qqqq
1280;143;rrr;x;oooo;pppp;15.0;vvvv;0.0;0.0;qqqq
1281;114;oooo;;oooo;www;567.0;ee;120.0;1200000.0;qqqq
1282;164;oooo;;oooo;www;678.0;sss;0.0;0.0;hhhh
1283;163;oooo;y;oooo;www;0.0;yyy;70.0;700000.0;qqqq
1284;119;oooo;;oooo;www;5000.0;sss;0.0;0.0;hhhh
1285;122;oooo;;oooo;www;500.0;yyy;487.0;4870000.0;qqqq
1286;149;oooo;y;oooo;www;0.0;mmm;280.0;2800000.0;qqqq
1287;11;oooo;;oooo;www;2079.0;yyy;120.0;1200000.0;qqqq
1288;60;oooo;x;oooo;www;1000.0;sss;408.0;4080000.0;hhhh
1289;80;oooo;x;oooo;www;1655.0;vvvv;181.0;1810000.0;hhhh
1290;53;rrr;;oooo;pppp;300.0;yyy;80.0;800000.0;qqqq
1291;76;oooo;;oooo;www;790.0;yyy;0.0;0.0;hhhh
1292;65;oooo;x;oooo;www;0.0;ee;399.0;3990000.0;hhhh
1293;28;rrr;;oooo;pppp;0.0;ee;370.0;3700000.0;qqqq
1294;158;oooo;;oooo;www;0.0;vvvv;160.0;1600000.0;yy
1295;110;oooo;;oooo;www;19.0;vvvv;220.0;2200000.0;qqqq
1296;1;rrr;;uuu;pppp;1.0;ooo;500.0;5000000.0;yy
1297;144;oooo;x;oooo;www;768.0;sss;240.0;2400000.0;qqqq
1298;37;oooo;;oooo;www;639.0;sss;102.0;1020000.0;hhhh
1299;103;oooo;x;oooo;www;0.0;zzz;100.0;1000000.0;hhhh
1300;161;oooo;x;oooo;www;0.0;vvvv;100.0;1000000.0;hhhh
1301;171;oooo;x;oooo;www;690.0;vvvv;352.0;3520000.0;qqqq
1302;118;oooo;x;oooo;www;0.0;kkk;0.0;0.0;yy
1303;1;;;rrr;;0.0;;;;
1304;25;oooo;;uuu;www;0.0;kkk;80.0;800000.0;yy
1305;101;oooo;;oooo;www;0.0;ggg;22.0;220000.0;bbb
1306;26;oooo;;oooo;www;3000.0;vvvv;200.0;2000000.0;qqqq
1307;106;oooo;;oooo;www;8851.0;hh;0.0;0.0;hh
1308;27;oooo;y;oooo;www;200.0;yyy;239.0;2390000.0;qqqq
1309;134;oooo;x;oooo;www;0.0;yyy;0.0;0.0;yy
1310;168;oooo;;oooo;www;0.0;vvvv;0.0;0.0;qqqq
1311;16;oooo;;oooo;www;20.0;zzz;395.0;3950000.0;qqqq
1312;71;oooo;;oooo;www;1332.0;ooo;360.0;3600000.0;qqqq
1313;163;oooo;;oooo;www;1000.0;zzz;0.0;0.0;hhhh
1314;31;oooo;;oooo;www;0.0;ooo;204.0;2040000.0;qqqq
1315;107;oooo;;oooo;www;1349.0;ee;80.0;800000.0;qqqq
1316;164;oooo;;oooo;www;824.0;sss;280.0;2800000.0;hhhh
1317;90;oooo;;oooo;www;0.0;ggg;0.0;0.0;yy
1318;152;oooo;;oooo;www;300.0;kkk;120.0;1200000.0;qqqq
1319;40;oooo;x;oooo;www;7059.0;ee;0.0;0.0;qqqq
1320;164;oooo;;oooo;www;0.0;kkk;320.0;3200000.0;hhhh
1321;60;oooo;;oooo;www;0.0;mmm;80.0;800000.0;qqqq
1322;131;oooo;;oooo;www;10561.0;sss;21.0;210000.0;qqqq
1323;13;oooo;;oooo;www;0.0;kkk;216.0;2160000.0;yy
1324;164;oooo;;oooo;www;0.0;vvvv;491.0;4910000.0;hhhh
1325;126;oooo;x;oooo;www;0.0;ee;168.0;1680000.0;qqqq
1326;147;oooo;x;oooo;www;456.0;vvvv;0.0;0.0;qqqq
1327;130;oooo;x;oooo;www;730.0;yyy;250.0;2500000.0;qqqq
1328;124;oooo;x;oooo;www;1000.0;hh;0.0;0.0;hh
1329;101;oooo;;oooo;www;278.0;yyy;80.0;800000.0;qqqq
1330;68;oooo;;oooo;www;500.0;ee;0.0;0.0;yy
1331;140;oooo;;oooo;www;500.0;zzz;515.0;5150000.0;hhhh
1332;1;oooo;;oooo;www;0.0;vvvv;0.0;0.0;yy
1333;97;oooo;x;oooo;www;50.0;ee;80.0;800000.0;hhhh
1334;158;oooo;;oooo;www;0.0;ooo;360.0;3600000.0;qqqq
1335;158;oooo;x;oooo;www;2279.0;zzz;290.0;2900000.0;qqqq
1336;12;oooo;x;oooo;www;327.0;yyy;200.0;2000000.0;hhhh
1337;65;oooo;;oooo;www;245.0;sss;120.0;1200000.0;qqqq
1338;157;oooo;;oooo;www;6.0;ee;440.0;4400000.0;hhhh
1339;113;oooo;x;oooo;www;458.0;ee;400.0;4000000.0;hhhh
1340;154;oooo;x;oooo;www;15108.0;ooo;260.0;2600000.0;qqqq
1341;74;oooo;x;oooo;www;26726.0;sss;;;qqqq
1342;179;oooo;x;oooo;www;0.0;sss;120.0;1200000.0;qqqq
1343;82;oooo;;oooo;www;221.0;vvvv;0.0;0.0;qqqq
1344;13;oooo;;oooo;www;3.0;yyy;100.0;1000000.0;qqqq
1345;57;oooo;y;oooo;www;4000.0;ggg;0.0;0.0;qqqq
1346;171;oooo;;oooo;www;892.0;sss;333.0;3330000.0;hhhh
1347;154;oooo;;oooo;www;44.0;ee;300.0;3000000.0;qqqq
1348;80;oooo;x;oooo;www;2000.0;ee;88.0;880000.0;hhhh
1349;2;oooo;;oooo;www;31285.0;xxx;164.0;1640000.0;hhhh
1350;176;oooo;y;oooo;www;5860.0;zzz;160.0;1600000.0;hhhh
1351;17;rrr;;oooo;pppp;5777.0;vvvv;160.0;1600000.0;qqqq
1352;46;oooo;;oooo;www;0.0;ooo;225.0;2250000.0;qqqq
1353;19;oooo;;oooo;www;5800.0;yyy;400.0;4000000.0;qqqq
1354;145;oooo;y;oooo;www;40.0;sss;200.0;2000000.0;ppp
1355;129;oooo;x;oooo;www;247.0;lll;0.0;0.0;hh
1356;164;oooo;x;oooo;www;0.0;vvvv;312.0;3120000.0;qqqq
1357;99;oooo;;oooo;www;560.0;sss;0.0;0.0;qqqq
1358;34;rrr;x;oooo;pppp;18027.0;vvvv;180.0;1800000.0;hhhh
1359;17;rrr;;oooo;pppp;0.0;ggg;393.0;3930000.0;hhhh
1360;91;oooo;;oooo;www;837.0;sss;29.0;290000.0;hhhh
1361;13;oooo;y;oooo;www;0.0;sss;260.0;2600000.0;qqqq
1362;54;rrr;;oooo;pppp;1442.0;yyy;52.0;520000.0;qqqq
1363;127;rrr;;oooo;pppp;13212.0;ggg;0.0;0.0;bbb
1364;60;oooo;y;oooo;www;0.0;sss;228.0;2280000.0;qqqq
1365;88;oooo;;oooo;www;0.0;ggg;0.0;0.0;qqqq
1366;151;oooo;x;oooo;www;15000.0;vvvv;0.0;0.0;yy
1367;147;oooo;y;uuu;www;0.0;vvvv;300.0;3000000.0;qqqq
1368;28;rrr;y;oooo;pppp;0.0;vvvv;0.0;0.0;hhhh
1369;85;oooo;;oooo;www;300.0;hh;30.0;300000.0;hh
1370;155;oooo;;oooo;www;0.0;ee;0.0;0.0;hhhh
1371;19;rrr;;oooo;pppp;560.0;ee;370.0;3700000.0;qqqq
1372;158;oooo;;oooo;www;960.0;lll;100.0;1000000.0;lll
1373;163;oooo;x;oooo;www;99.0;ee;0.0;0.0;qqqq
1374;155;oooo;;oooo;www;1704.0;zzz;519.0;5190000.0;qqqq
1375;68;oooo;;oooo;www;0.0;ooo;93.0;930000.0;hhhh
1376;1;;;rrr;;0.0;;;;
1377;174;oooo;x;oooo;www;0.0;sss;0.0;0.0;qqqq
1378;69;oooo;x;oooo;www;0.0;sss;0.0;0.0;qqqq
1379;127;oooo;;oooo;www;134.0;xxx;0.0;0.0;ppp
1380;91;rrr;;uuu;pppp;0.0;vvvv;40.0;400000.0;qqqq
1381;145;oooo;;uuu;www;0.0;vvvv;0.0;0.0;lll
1382;175;oooo;;oooo;www;0.0;vvvv;128.0;1280000.0;hhhh
1383;51;oooo;;uuu;www;0.0;sss;0.0;0.0;qqqq
1384;83;rrr;x;oooo;pppp;500.0;vvvv;80.0;800000.0;qqqq
1385;155;oooo;;oooo;www;6.0;sss;100.0;1000000.0;qqqq
1386;160;oooo;y;oooo;www;11177.0;ee;440.0;4400000.0;qqqq
1387;127;oooo;;oooo;www;2283.0;vvvv;0.0;0.0;hhhh
1388;127;oooo;;oooo;www;2200.0;vvvv;0.0;0.0;qqqq
1389;18;oooo;;oooo;www;2503.0;sss;220.0;2200000.0;qqqq
1390;163;oooo;;oooo;www;367.0;vvvv;0.0;0.0;yy
1391;91;oooo;;oooo;www;1465.0;vvvv;50.0;500000.0;hhhh
1392;171;oooo;y;oooo;www;23.0;vvvv;349.0;3490000.0;yy
1393;154;oooo;x;oooo;www;0.0;sss;80.0;800000.0;qqqq
1394;166;oooo;;oooo;www;0.0;vvvv;100.0;1000000.0;qqqq
1395;114;oooo;;oooo;www;2028.0;mmm;24.0;240000.0;hhhh
1396;95;oooo;x;oooo;www;0.0;sss;49.0;490000.0;qqqq
1397;68;oooo;x;oooo;www;3065.0;vvvv;0.0;0.0;yy
1398;98;oooo;x;oooo;www;0.0;sss;0.0;0.0;qqqq
1399;163;oooo;x;oooo;www;0.0;ee;0.0;0.0;qqqq
1400;101;oooo;;oooo;www;0.0;ee;100.0;1000000.0;qqqq
1401;57;oooo;;oooo;www;7.0;zzz;420.0;4200000.0;qqqq
1402;47;rrr;y;oooo;pppp;0.0;vvvv;240.0;2400000.0;hhhh
1403;2;oooo;;oooo;www;1430.0;vvvv;300.0;3000000.0;qqqq
1404;79;rrr;y;oooo;pppp;0.0;zzz;164.0;1640000.0;qqqq
1405;98;oooo;y;oooo;www;0.0;zzz;0.0;0.0;qqqq
1406;34;rrr;;oooo;pppp;0.0;zzz;70.0;700000.0;hhhh
1407;86;oooo;;oooo;www;2206.0;yyy;120.0;1200000.0;qqqq
1408;168;oooo;x;oooo;www;918.0;ee;80.0;800000.0;qqqq
1409;139;ii;y;rrr;nnn;100000.0;hh;450.0;4500000.0;qqq
1410;30;rrr;;oooo;pppp;0.0;ee;211.0;2110000.0;qqqq
1411;46;oooo;x;oooo;www;610.0;kkk;274.0;2740000.0;yy
1412;132;oooo;y;oooo;www;0.0;hh;0.0;0.0;hh
1413;109;oooo;;oooo;www;551.0;zzz;300.0;3000000.0;hhhh
1414;27;oooo;;oooo;www;2184.0;vvvv;60.0;600000.0;qqqq
1415;68;oooo;x;oooo;www;2954.0;yyy;80.0;800000.0;hhhh
1416;108;rrr;;oooo;pppp;300.0;yyy;160.0;1600000.0;qqqq
1417;55;oooo;;oooo;www;0.0;sss;92.0;920000.0;hhhh
1418;12;oooo;;oooo;www;8.0;yyy;150.0;1500000.0;qqqq
1419;58;oooo;;oooo;www;6.0;yyy;290.0;2900000.0;qqqq
1420;177;oooo;x;oooo;www;1260.0;vvvv;0.0;0.0;qqqq
1421;1;oooo;;oooo;www;0.0;vvvv;0.0;0.0;qqqq
1422;46;oooo;x;oooo;www;1210.0;vvvv;117.0;1170000.0;yy
1423;68;oooo;;oooo;www;0.0;sss;145.0;1450000.0;qqqq
1424;18;oooo;y;oooo;www;200.0;vvvv;260.0;2600000.0;hhhh
1425;1;;y;rrr;;0.0;;;;
1426;27;oooo;x;oooo;www;1270.0;mmm;150.0;1500000.0;qqqq
1427;81;oooo;;oooo;www;0.0;ee;96.0;960000.0;hhhh
1428;68;oooo;x;oooo;www;11202.0;mmm;0.0;0.0;qqqq
1429;67;oooo;x;oooo;www;300.0;sss;200.0;2000000.0;qqqq
1430;98;oooo;;oooo;www;0.0;vvvv;0.0;0.0;qqqq
1431;178;oooo;x;oooo;www;1583.0;ee;0.0;0.0;qqqq
1432;60;oooo;x;oooo;www;0.0;ggg;0.0;0.0;bbb
1433;179;rrr;y;oooo;pppp;0.0;yyy;154.0;1540000.0;hhhh
1434;75;oooo;x;oooo;www;5000.0;kkk;0.0;0.0;yy
1435;155;rrr;x;oooo;pppp;1.0;yyy;160.0;1600000.0;qqqq
1436;176;oooo;x;oooo;www;0.0;ooo;396.0;3960000.0;qqqq
1437;13;oooo;;oooo;www;50000.0;ee;520.0;5200000.0;qqqq
